sample_id,Battery_ID,split,obs_len,pred_len
790,74,train,25,2
791,74,train,26,1
792,75,train,2,26
793,75,train,3,25
794,75,train,4,24
795,75,train,5,23
796,75,train,6,22
797,75,train,7,21
798,75,train,8,20
799,75,train,9,19
800,75,train,10,18
801,75,train,11,17
802,75,train,12,16
803,75,train,13,15
804,75,train,14,14
805,75,train,15,13
806,75,train,16,12
807,75,train,17,11
808,75,train,18,10
809,75,train,19,9
810,75,train,20,8
811,75,train,21,7
812,75,train,22,6
813,75,train,23,5
814,75,train,24,4
815,75,train,25,3
816,75,train,26,2
817,75,train,27,1
818,77,train,2,26
819,77,train,3,25
820,77,train,4,24
821,77,train,5,23
822,77,train,6,22
823,77,train,7,21
824,77,train,8,20
825,77,train,9,19
826,77,train,10,18
827,77,train,11,17
828,77,train,12,16
829,77,train,13,15
830,77,train,14,14
831,77,train,15,13
832,77,train,16,12
833,77,train,17,11
834,77,train,18,10
835,77,train,19,9
836,77,train,20,8
837,77,train,21,7
838,77,train,22,6
839,77,train,23,5
840,77,train,24,4
841,77,train,25,3
842,77,train,26,2
843,77,train,27,1
844,78,val,10,14
845,80,val,11,16
846,82,train,2,26
847,82,train,3,25
848,82,train,4,24
849,82,train,5,23
850,82,train,6,22
851,82,train,7,21
852,82,train,8,20
853,82,train,9,19
854,82,train,10,18
855,82,train,11,17
856,82,train,12,16
857,82,train,13,15
858,82,train,14,14
859,82,train,15,13
860,82,train,16,12
861,82,train,17,11
862,82,train,18,10
863,82,train,19,9
864,82,train,20,8
865,82,train,21,7
866,82,train,22,6
867,82,train,23,5
868,82,train,24,4
869,82,train,25,3
870,82,train,26,2
871,82,train,27,1
872,83,train,2,27
873,83,train,3,26
874,83,train,4,25
875,83,train,5,24
876,83,train,6,23
877,83,train,7,22
878,83,train,8,21
879,83,train,9,20
880,83,train,10,19
881,83,train,11,18
882,83,train,12,17
883,83,train,13,16
884,83,train,14,15
885,83,train,15,14
886,83,train,16,13
887,83,train,17,12
888,83,train,18,11
889,83,train,19,10
890,83,train,20,9
891,83,train,21,8
892,83,train,22,7
893,83,train,23,6
894,83,train,24,5
895,83,train,25,4
896,83,train,26,3
897,83,train,27,2
898,83,train,28,1
899,84,val,8,11
900,85,train,2,25
901,85,train,3,24
902,85,train,4,23
903,85,train,5,22
904,85,train,6,21
905,85,train,7,20
906,85,train,8,19
907,85,train,9,18
908,85,train,10,17
909,85,train,11,16
910,85,train,12,15
911,85,train,13,14
912,85,train,14,13
913,85,train,15,12
914,85,train,16,11
915,85,train,17,10
916,85,train,18,9
917,85,train,19,8
918,85,train,20,7
919,85,train,21,6
920,85,train,22,5
921,85,train,23,4
922,85,train,24,3
923,85,train,25,2
924,85,train,26,1
925,86,train,2,25
926,86,train,3,24
927,86,train,4,23
928,86,train,5,22
929,86,train,6,21
930,86,train,7,20
931,86,train,8,19
932,86,train,9,18
933,86,train,10,17
934,86,train,11,16
935,86,train,12,15
936,86,train,13,14
937,86,train,14,13
938,86,train,15,12
939,86,train,16,11
940,86,train,17,10
941,86,train,18,9
942,86,train,19,8
943,86,train,20,7
944,86,train,21,6
945,86,train,22,5
946,86,train,23,4
947,86,train,24,3
948,86,train,25,2
949,86,train,26,1
950,88,train,2,25
951,88,train,3,24
952,88,train,4,23
953,88,train,5,22
954,88,train,6,21
955,88,train,7,20
956,88,train,8,19
957,88,train,9,18
958,88,train,10,17
959,88,train,11,16
960,88,train,12,15
961,88,train,13,14
962,88,train,14,13
963,88,train,15,12
964,88,train,16,11
965,88,train,17,10
966,88,train,18,9
967,88,train,19,8
968,88,train,20,7
969,88,train,21,6
970,88,train,22,5
971,88,train,23,4
972,88,train,24,3
973,88,train,25,2
974,88,train,26,1
975,89,train,2,26
976,89,train,3,25
977,89,train,4,24
978,89,train,5,23
979,89,train,6,22
980,89,train,7,21
981,89,train,8,20
982,89,train,9,19
983,89,train,10,18
984,89,train,11,17
985,89,train,12,16
986,89,train,13,15
987,89,train,14,14
988,89,train,15,13
989,89,train,16,12
990,89,train,17,11
991,89,train,18,10
992,89,train,19,9
993,89,train,20,8
994,89,train,21,7
995,89,train,22,6
996,89,train,23,5
997,89,train,24,4
998,89,train,25,3
999,89,train,26,2
1000,89,train,27,1
1001,90,test,11,16
1002,91,train,2,25
1003,91,train,3,24
1004,91,train,4,23
1005,91,train,5,22
1006,91,train,6,21
1007,91,train,7,20
1008,91,train,8,19
1009,91,train,9,18
1010,91,train,10,17
1011,91,train,11,16
1012,91,train,12,15
1013,91,train,13,14
1014,91,train,14,13
1015,91,train,15,12
1016,91,train,16,11
1017,91,train,17,10
1018,91,train,18,9
1019,91,train,19,8
1020,91,train,20,7
1021,91,train,21,6
1022,91,train,22,5
1023,91,train,23,4
1024,91,train,24,3
1025,91,train,25,2
1026,91,train,26,1
1027,92,train,2,25
1028,92,train,3,24
1029,92,train,4,23
1030,92,train,5,22
1031,92,train,6,21
1032,92,train,7,20
1033,92,train,8,19
1034,92,train,9,18
1035,92,train,10,17
1036,92,train,11,16
1037,92,train,12,15
1038,92,train,13,14
1039,92,train,14,13
1040,92,train,15,12
1041,92,train,16,11
1042,92,train,17,10
1043,92,train,18,9
1044,92,train,19,8
1045,92,train,20,7
1046,92,train,21,6
1047,92,train,22,5
1048,92,train,23,4
1049,92,train,24,3
1050,92,train,25,2
1051,92,train,26,1
1052,93,train,2,25
1053,93,train,3,24
1054,93,train,4,23
1055,93,train,5,22
1056,93,train,6,21
1057,93,train,7,20
1058,93,train,8,19
1059,93,train,9,18
1060,93,train,10,17
1061,93,train,11,16
1062,93,train,12,15
1063,93,train,13,14
1064,93,train,14,13
1065,93,train,15,12
1066,93,train,16,11
1067,93,train,17,10
1068,93,train,18,9
1069,93,train,19,8
1070,93,train,20,7
1071,93,train,21,6
1072,93,train,22,5
1073,93,train,23,4
1074,93,train,24,3
1075,93,train,25,2
1076,93,train,26,1
1077,94,train,2,25
1078,94,train,3,24
1079,94,train,4,23
1080,94,train,5,22
1081,94,train,6,21
1082,94,train,7,20
1083,94,train,8,19
1084,94,train,9,18
1085,94,train,10,17
1086,94,train,11,16
1087,94,train,12,15
1088,94,train,13,14
1089,94,train,14,13
1090,94,train,15,12
1091,94,train,16,11
1092,94,train,17,10
1093,94,train,18,9
1094,94,train,19,8
1095,94,train,20,7
1096,94,train,21,6
1097,94,train,22,5
1098,94,train,23,4
1099,94,train,24,3
1100,94,train,25,2
1101,94,train,26,1
1102,95,test,11,16
1103,96,val,11,16
1104,97,train,2,25
1105,97,train,3,24
1106,97,train,4,23
1107,97,train,5,22
1108,97,train,6,21
1109,97,train,7,20
1110,97,train,8,19
1111,97,train,9,18
1112,97,train,10,17
1113,97,train,11,16
1114,97,train,12,15
1115,97,train,13,14
1116,97,train,14,13
1117,97,train,15,12
1118,97,train,16,11
1119,97,train,17,10
1120,97,train,18,9
1121,97,train,19,8
1122,97,train,20,7
1123,97,train,21,6
1124,97,train,22,5
1125,97,train,23,4
1126,97,train,24,3
1127,97,train,25,2
1128,97,train,26,1
1129,99,train,2,22
1130,99,train,3,21
1131,99,train,4,20
1132,99,train,5,19
1133,99,train,6,18
1134,99,train,7,17
1135,99,train,8,16
1136,99,train,9,15
1137,99,train,10,14
1138,99,train,11,13
1139,99,train,12,12
1140,99,train,13,11
1141,99,train,14,10
1142,99,train,15,9
1143,99,train,16,8
1144,99,train,17,7
1145,99,train,18,6
1146,99,train,19,5
1147,99,train,20,4
1148,99,train,21,3
1149,99,train,22,2
1150,99,train,23,1
1151,100,train,2,25
1152,100,train,3,24
1153,100,train,4,23
1154,100,train,5,22
1155,100,train,6,21
1156,100,train,7,20
1157,100,train,8,19
1158,100,train,9,18
1159,100,train,10,17
1160,100,train,11,16
1161,100,train,12,15
1162,100,train,13,14
1163,100,train,14,13
1164,100,train,15,12
1165,100,train,16,11
1166,100,train,17,10
1167,100,train,18,9
1168,100,train,19,8
1169,100,train,20,7
1170,100,train,21,6
1171,100,train,22,5
1172,100,train,23,4
1173,100,train,24,3
1174,100,train,25,2
1175,100,train,26,1
1176,101,val,12,17
1177,102,train,2,25
1178,102,train,3,24
1179,102,train,4,23
1180,102,train,5,22
1181,102,train,6,21
1182,102,train,7,20
1183,102,train,8,19
1184,102,train,9,18
1185,102,train,10,17
1186,102,train,11,16
1187,102,train,12,15
1188,102,train,13,14
1189,102,train,14,13
1190,102,train,15,12
1191,102,train,16,11
1192,102,train,17,10
1193,102,train,18,9
1194,102,train,19,8
1195,102,train,20,7
1196,102,train,21,6
1197,102,train,22,5
1198,102,train,23,4
1199,102,train,24,3
1200,102,train,25,2
1201,102,train,26,1
1202,105,train,2,20
1203,105,train,3,19
1204,105,train,4,18
1205,105,train,5,17
1206,105,train,6,16
1207,105,train,7,15
1208,105,train,8,14
1209,105,train,9,13
1210,105,train,10,12
1211,105,train,11,11
1212,105,train,12,10
1213,105,train,13,9
1214,105,train,14,8
1215,105,train,15,7
1216,105,train,16,6
1217,105,train,17,5
1218,105,train,18,4
1219,105,train,19,3
1220,105,train,20,2
1221,105,train,21,1
1222,106,train,2,3
1223,106,train,3,2
1224,106,train,4,1
1225,107,val,11,17
1226,108,train,2,26
1227,108,train,3,25
1228,108,train,4,24
1229,108,train,5,23
1230,108,train,6,22
1231,108,train,7,21
1232,108,train,8,20
1233,108,train,9,19
1234,108,train,10,18
1235,108,train,11,17
1236,108,train,12,16
1237,108,train,13,15
1238,108,train,14,14
1239,108,train,15,13
1240,108,train,16,12
1241,108,train,17,11
1242,108,train,18,10
1243,108,train,19,9
1244,108,train,20,8
1245,108,train,21,7
1246,108,train,22,6
1247,108,train,23,5
1248,108,train,24,4
1249,108,train,25,3
1250,108,train,26,2
1251,108,train,27,1
1252,109,val,11,17
1253,110,val,12,18
1254,111,train,2,24
1255,111,train,3,23
1256,111,train,4,22
1257,111,train,5,21
1258,111,train,6,20
1259,111,train,7,19
1260,111,train,8,18
1261,111,train,9,17
1262,111,train,10,16
1263,111,train,11,15
1264,111,train,12,14
1265,111,train,13,13
1266,111,train,14,12
1267,111,train,15,11
1268,111,train,16,10
1269,111,train,17,9
1270,111,train,18,8
1271,111,train,19,7
1272,111,train,20,6
1273,111,train,21,5
1274,111,train,22,4
1275,111,train,23,3
1276,111,train,24,2
1277,111,train,25,1
1278,112,train,2,28
1279,112,train,3,27
1280,112,train,4,26
1281,112,train,5,25
1282,112,train,6,24
1283,112,train,7,23
1284,112,train,8,22
1285,112,train,9,21
1286,112,train,10,20
1287,112,train,11,19
1288,112,train,12,18
1289,112,train,13,17
1290,112,train,14,16
1291,112,train,15,15
1292,112,train,16,14
1293,112,train,17,13
1294,112,train,18,12
1295,112,train,19,11
1296,112,train,20,10
1297,112,train,21,9
1298,112,train,22,8
1299,112,train,23,7
1300,112,train,24,6
1301,112,train,25,5
1302,112,train,26,4
1303,112,train,27,3
1304,112,train,28,2
1305,112,train,29,1
1306,115,train,2,26
1307,115,train,3,25
1308,115,train,4,24
1309,115,train,5,23
1310,115,train,6,22
1311,115,train,7,21
1312,115,train,8,20
1313,115,train,9,19
1314,115,train,10,18
1315,115,train,11,17
1316,115,train,12,16
1317,115,train,13,15
1318,115,train,14,14
1319,115,train,15,13
1320,115,train,16,12
1321,115,train,17,11
1322,115,train,18,10
1323,115,train,19,9
1324,115,train,20,8
1325,115,train,21,7
1326,115,train,22,6
1327,115,train,23,5
1328,115,train,24,4
1329,115,train,25,3
1330,115,train,26,2
1331,115,train,27,1
1332,116,train,2,20
1333,116,train,3,19
1334,116,train,4,18
1335,116,train,5,17
1336,116,train,6,16
1337,116,train,7,15
1338,116,train,8,14
1339,116,train,9,13
1340,116,train,10,12
1341,116,train,11,11
1342,116,train,12,10
1343,116,train,13,9
1344,116,train,14,8
1345,116,train,15,7
1346,116,train,16,6
1347,116,train,17,5
1348,116,train,18,4
1349,116,train,19,3
1350,116,train,20,2
1351,116,train,21,1
1352,117,train,2,23
1353,117,train,3,22
1354,117,train,4,21
1355,117,train,5,20
1356,117,train,6,19
1357,117,train,7,18
1358,117,train,8,17
